BRANCH,ADDRESS,CITY,ZIP,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,YTD,YEAR
Little Village,2311 S. Kedzie Ave.,Chicago,60623,1758,1729,1751,2000,1838,1739,2085,2294,1761,2356,1581,1470,22362,2019
Logan Square,3030 W. Fullerton Ave.,Chicago,60647,1634,1372,1753,1838,1816,1795,1824,1844,1681,1842,1640,1483,20522,2019
Lozano,1805 S. Loomis St.,Chicago,60608,1802,1706,2001,1965,1698,1854,2173,2031,1637,2403,1785,1695,22750,2019
Manning,6 S. Hoyne Ave.,Chicago,60612,1575,1579,1709,1711,1601,1612,2015,1706,1536,2229,1966,1701,20940,2019
Mayfair,4400 W. Lawrence Ave.,Chicago,60630,662,702,807,806,778,681,738,726,740,795,650,627,8712,2019
McKinley Park,1915 W. 35th St.,Chicago,60609,837,848,904,962,845,853,1002,968,918,994,797,745,10673,2019
Merlo,644 W. Belmont Ave.,Chicago,60657,1017,902,0,0,0,0,0,0,0,0,0,0,1919,2019
Mount Greenwood,11010 S. Kedzie Ave.,Chicago,60655,753,700,848,847,870,733,745,766,701,865,782,756,9366,2019
Near North,310 W. Division St.,Chicago,60610,1387,1395,1531,1452,1410,1423,1493,1446,1303,1402,1352,1219,16813,2019
North Austin,5724 W. North Ave.,Chicago,60639,1399,1157,978,1450,1356,1468,1671,1618,1284,1877,1403,1310,16971,2019
North Pulaski,4300 W. North Ave.,Chicago,60639,994,990,1190,1219,970,1077,1194,1086,928,1100,894,877,12519,2019
Northtown,6800 N. Western Ave.,Chicago,60645,1,0,1391,1776,1706,2054,2627,2606,2228,2981,2218,2168,21756,2019
Oriole Park,7454 W. Balmoral Ave.,Chicago,60656,685,723,771,684,638,525,554,501,557,564,503,497,7202,2019
Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641,1338,1098,1112,626,0,279,1342,1382,1260,1208,1217,1132,11994,2019
Pullman,11001 S. Indiana Ave.,Chicago,60628,1360,1132,1391,1361,1155,1278,1300,1329,1112,1492,1088,1092,15090,2019
Roden,6083 N. Northwest Hwy.,Chicago,60631,1033,568,673,694,660,662,641,685,581,760,615,268,7840,2019
Rogers Park,6907 N. Clark St.,Chicago,60626,2418,2511,2720,3242,2681,3130,3656,3972,2616,3533,2545,2488,35512,2019
Scottsdale,4101 W. 79th St.,Chicago,60652,875,799,896,903,848,727,863,879,810,981,836,650,10067,2019
Sherman Park,5440 S. Racine Ave.,Chicago,60609,861,841,873,1004,850,940,1215,1085,944,1253,915,572,11353,2019
South Chicago,9055 S. Houston Ave.,Chicago,60617,1696,1909,2085,2341,2201,2495,2813,2894,2046,2554,1988,1751,26773,2019
South Shore,2505 E. 73rd St.,Chicago,60649,2106,575,4,0,0,0,0,0,0,0,0,0,2685,2019
Sulzer Regional Library,4455 N. Lincoln Ave.,Chicago,60625,5925,5580,6507,6631,6172,6586,7179,6620,5995,6837,5902,5789,75723,2019
Thurgood Marshall,7506 S. Racine Ave.,Chicago,60620,2032,1960,2238,2597,2321,2117,2543,2455,2138,3109,2456,2197,28163,2019
Toman,2708 S. Pulaski Rd.,Chicago,60623,1627,1510,1720,1894,1595,1665,2143,1964,1474,1919,1407,1468,20386,2019
Uptown,929 W. Buena Ave.,Chicago,60613,864,1788,2311,2382,2291,2455,2609,2428,1998,2242,1809,1641,24818,2019
Vodak-East Side,3710 E. 106th St.,Chicago,60617,1082,1124,1181,1098,1017,923,939,1010,1000,1323,1162,478,12337,2019
Walker,11071 S. Hoyne Ave.,Chicago,60643,489,505,580,581,583,618,613,628,479,328,0,275,5679,2019
Water Works,163 E. Pearson Street,Chicago,60611,316,312,405,461,455,463,488,430,431,434,383,409,4987,2019
West Belmont,3104 N. Narragansett Ave.,Chicago,60611,377,861,1171,1478,1453,1544,1434,1393,1222,1570,1215,1021,14739,2019
West Chicago Avenue,4856 W. Chicago Ave.,Chicago,60634,1950,1654,1729,1943,1865,556,2357,2040,1533,2366,1650,1729,21372,2019
West Englewood,1745 W. 63rd St.,Chicago,60651,1872,1589,1760,1959,1799,1822,1914,2051,1645,2142,1789,1713,22055,2019
West Lawn,4020 W. 63rd St.,Chicago,60636,1207,1043,1201,1128,1090,1091,1150,1214,1152,1660,1274,1000,14210,2019
West Loop,122 N. Aberdeen St.,Chicago,60607,172,429,486,426,458,518,565,528,395,658,603,527,5765,2019
West Pullman,830 W. 119th St.,Chicago,60643,2193,1932,2246,2481,2194,2075,2243,2460,1856,2514,2033,1917,26144,2019
West Town,1625 W. Chicago Ave.,Chicago,60622,998,964,1239,1213,1254,1436,1917,1547,1152,1224,1153,1117,15214,2019
"Whitney M. Young, Jr.",415 East 79th St.,Chicago,60619,811,1395,1940,2073,2022,2142,2456,2478,2333,2898,2613,2591,25752,2019
Woodson Regional Library,9525 S. Halsted St.,Chicago,60628,6581,6686,7648,7695,7459,7051,7705,7114,5940,8813,6807,6654,86153,2019
Wrightwood-Ashburn,8530 S. Kedzie Ave.,Chicago,60652,1047,932,1150,1197,1100,1003,1068,1049,958,1263,971,959,12697,2019
Walker,11071 S. Hoyne Ave.,Chicago,60643,435,416,220,0,0,32,215,232,196,230,132,164,2272,2020
Albany Park,3401 W. Foster Ave.,Chicago,60625,1621,1484,765,0,0,276,511,561,621,565,509,457,7370,2020
Avalon,8148 S. Stony Island Ave.,Chicago,60617,2848,2373,1397,0,0,513,905,955,974,1019,935,981,12900,2020
Brainerd,1350 W. 89th St.,Chicago,60620,814,637,328,0,0,110,252,323,294,344,262,295,3659,2020
Oriole Park,7454 W. Balmoral Ave.,Chicago,60656,641,578,361,0,0,301,372,403,393,405,469,429,4352,2020
Little Italy,1336 W. Taylor St.,Chicago,60607,1588,1481,802,0,0,205,396,412,452,456,351,215,6358,2020
Edgebrook,5331 W. Devon Ave.,Chicago,60646,669,657,368,0,0,217,319,286,317,327,149,243,3552,2020
Kelly,6151 S. Normal Blvd.,Chicago,60621,1123,811,543,0,0,261,493,594,484,480,394,404,5587,2020
Edgewater,6000 N. Broadway St.,Chicago,60660,3395,3133,1921,0,0,804,1356,1262,1210,1241,1006,1148,16476,2020
Near North,310 W. Division St.,Chicago,60610,1365,1274,654,0,0,238,390,408,410,397,327,348,5811,2020
Canaryville,642 W. 43rd St.,Chicago,60609,440,405,197,0,0,0,0,0,0,0,0,0,1042,2020
"Daley, Richard J. -Bridgeport",3400 S. Halsted St.,Chicago,60608,1029,899,532,0,0,297,451,523,463,498,437,514,5643,2020
Manning,6 S. Hoyne Ave.,Chicago,60612,1691,1499,0,0,0,0,0,0,0,0,0,0,3190,2020
Portage-Cragin,5108 W. Belmont Ave.,Chicago,60641,1279,1198,714,0,0,408,609,761,686,729,629,683,7696,2020
"Whitney M. Young, Jr.",415 East 79th St.,Chicago,60619,2990,2628,1557,0,0,416,893,1173,1068,1025,895,967,13612,2020
Greater Grand Crossing,1000 E. 73rd St.,Chicago,60619,1467,1054,638,0,0,209,444,476,488,476,404,463,6119,2020
